,site_name,site_id,ccamlr_region,longitude_epsg_4326,latitude_epsg_4326,common_name,day,month,year,season_starting,penguin_count,accuracy,count_type,vantage,e_n
795,Coulman South,CSOU,88.1,169.8779,-73.5137,adelie penguin,,12.0,1989,1989,16302.0,2.0,nests,aerial,0.1
796,Coulman South,CSOU,88.1,169.8779,-73.5137,adelie penguin,,12.0,1993,1993,14842.0,2.0,nests,aerial,0.1
797,Coulman South,CSOU,88.1,169.8779,-73.5137,adelie penguin,,12.0,1996,1996,13219.0,2.0,nests,aerial,0.1
798,Coulman South,CSOU,88.1,169.8779,-73.5137,adelie penguin,,12.0,1998,1998,10760.0,2.0,nests,aerial,0.1
799,Coulman South,CSOU,88.1,169.8779,-73.5137,adelie penguin,,12.0,2006,2006,13174.0,2.0,nests,aerial,0.1
800,Coulman South,CSOU,88.1,169.8779,-73.5137,adelie penguin,8.0,2.0,2011,2010,14786.0,5.0,nests,vhr,0.9
801,Coulman South,CSOU,88.1,169.8779,-73.5137,adelie penguin,,12.0,2013,2013,24947.0,2.0,nests,aerial,0.1
802,Curzon Islands,CURZ,58.4.1,141.5669,-66.767,adelie penguin,,,1997,1997,12641.0,2.0,nests,ground,0.1
803,Curzon Islands,CURZ,58.4.1,141.5669,-66.767,adelie penguin,5.0,2.0,2011,2010,14694.0,5.0,nests,vhr,0.9
804,Cuverville Island,CUVE,48.1,-62.626000000000005,-64.684,chinstrap penguin,14.0,12.0,1971,1971,37.0,1.0,nests,ground,0.05
805,Cuverville Island,CUVE,48.1,-62.626000000000005,-64.684,chinstrap penguin,30.0,1.0,1986,1985,1.0,1.0,chicks,ground,0.05
806,Cuverville Island,CUVE,48.1,-62.626000000000005,-64.684,gentoo penguin,30.0,1.0,1986,1985,3700.0,3.0,chicks,ground,0.25
807,Cuverville Island,CUVE,48.1,-62.626000000000005,-64.684,gentoo penguin,,,1988,1988,3200.0,1.0,nests,ground,0.05
808,Cuverville Island,CUVE,48.1,-62.626000000000005,-64.684,gentoo penguin,,,1988,1988,2535.0,3.0,nests,ground,0.25
809,Cuverville Island,CUVE,48.1,-62.626000000000005,-64.684,gentoo penguin,24.0,12.0,1992,1992,4294.0,1.0,nests,ground,0.05
810,Cuverville Island,CUVE,48.1,-62.626000000000005,-64.684,gentoo penguin,,,1993,1993,4421.0,1.0,nests,ground,0.05
811,Cuverville Island,CUVE,48.1,-62.626000000000005,-64.684,gentoo penguin,,,1994,1994,4818.0,1.0,nests,ground,0.05
812,Cuverville Island,CUVE,48.1,-62.626000000000005,-64.684,gentoo penguin,21.0,12.0,2003,2003,5990.0,1.0,nests,ground,0.05
813,Cuverville Island,CUVE,48.1,-62.626000000000005,-64.684,gentoo penguin,2.0,12.0,2005,2005,6294.0,1.0,nests,ground,0.05
814,Cuverville Island,CUVE,48.1,-62.626000000000005,-64.684,gentoo penguin,4.0,1.0,2007,2006,4420.0,3.0,nests,ground,0.25
815,Cuverville Island,CUVE,48.1,-62.626000000000005,-64.684,gentoo penguin,7.0,12.0,2008,2008,6878.0,1.0,nests,ground,0.05
816,Cuverville Island,CUVE,48.1,-62.626000000000005,-64.684,gentoo penguin,5.0,2.0,2010,2009,9014.0,1.0,chicks,ground,0.05
817,Cuverville Island,CUVE,48.1,-62.626000000000005,-64.684,gentoo penguin,23.0,12.0,2009,2009,6468.0,1.0,nests,ground,0.05
818,Cuverville Island,CUVE,48.1,-62.626000000000005,-64.684,gentoo penguin,2.0,12.0,2010,2010,990.0,1.0,nests,ground,0.05
819,Cuverville Island,CUVE,48.1,-62.626000000000005,-64.684,chinstrap penguin,3.0,12.0,2011,2011,1.0,1.0,nests,ground,0.05
820,Cuverville Island,CUVE,48.1,-62.626000000000005,-64.684,gentoo penguin,3.0,12.0,2011,2011,4170.0,1.0,nests,ground,0.05
821,Cuverville Island,CUVE,48.1,-62.626000000000005,-64.684,gentoo penguin,23.0,12.0,2011,2011,6336.0,1.0,nests,ground,0.05
822,Cuverville Island,CUVE,48.1,-62.626000000000005,-64.684,gentoo penguin,12.0,12.0,2012,2012,5950.0,1.0,nests,ground,0.05
823,Cuverville Island,CUVE,48.1,-62.626000000000005,-64.684,gentoo penguin,13.0,12.0,2013,2013,7007.0,1.0,nests,ground,0.05
826,Cape Vik,CVIK,48.2,-45.663000000000004,-60.655,chinstrap penguin,,1.0,1965,1964,8000.0,4.0,nests,ground,0.5
827,Dorian Bay/Damoy Point,DAMO,48.1,-63.4968,-64.8149,gentoo penguin,22.0,1.0,1983,1982,619.0,1.0,nests,ground,0.05
828,Dorian Bay/Damoy Point,DAMO,48.1,-63.4968,-64.8149,gentoo penguin,27.0,1.0,1984,1983,828.0,1.0,nests,ground,0.05
829,Dorian Bay/Damoy Point,DAMO,48.1,-63.4968,-64.8149,gentoo penguin,6.0,2.0,1987,1986,715.0,1.0,chicks,ground,0.05
830,Dorian Bay/Damoy Point,DAMO,48.1,-63.4968,-64.8149,gentoo penguin,,,1988,1988,1663.0,3.0,nests,ground,0.25
831,Dorian Bay/Damoy Point,DAMO,48.1,-63.4968,-64.8149,gentoo penguin,,,1990,1990,1658.0,1.0,nests,ground,0.05
832,Dorian Bay/Damoy Point,DAMO,48.1,-63.4968,-64.8149,gentoo penguin,,,1998,1998,2041.0,1.0,nests,ground,0.05
833,Dorian Bay/Damoy Point,DAMO,48.1,-63.4968,-64.8149,gentoo penguin,12.0,12.0,2002,2002,1928.0,1.0,nests,ground,0.05
834,Dorian Bay/Damoy Point,DAMO,48.1,-63.4968,-64.8149,gentoo penguin,4.0,1.0,2005,2004,2022.0,1.0,nests,ground,0.05
835,Dorian Bay/Damoy Point,DAMO,48.1,-63.4968,-64.8149,gentoo penguin,5.0,2.0,2006,2005,2990.0,1.0,chicks,ground,0.05
836,Dorian Bay/Damoy Point,DAMO,48.1,-63.4968,-64.8149,gentoo penguin,26.0,12.0,2005,2005,2273.0,1.0,nests,ground,0.05
837,Dorian Bay/Damoy Point,DAMO,48.1,-63.4968,-64.8149,gentoo penguin,6.0,12.0,2007,2007,2055.0,1.0,nests,ground,0.05
838,Dorian Bay/Damoy Point,DAMO,48.1,-63.4968,-64.8149,gentoo penguin,25.0,1.0,2009,2008,2498.0,1.0,chicks,ground,0.05
839,Dorian Bay/Damoy Point,DAMO,48.1,-63.4968,-64.8149,gentoo penguin,27.0,1.0,2009,2008,2290.0,1.0,chicks,ground,0.05
840,Dorian Bay/Damoy Point,DAMO,48.1,-63.4968,-64.8149,gentoo penguin,15.0,2.0,2009,2008,2053.0,1.0,chicks,ground,0.05
841,Dorian Bay/Damoy Point,DAMO,48.1,-63.4968,-64.8149,gentoo penguin,30.0,11.0,2008,2008,2158.0,1.0,nests,ground,0.05
842,Dorian Bay/Damoy Point,DAMO,48.1,-63.4968,-64.8149,gentoo penguin,28.0,12.0,2008,2008,1934.0,1.0,nests,ground,0.05
843,Dorian Bay/Damoy Point,DAMO,48.1,-63.4968,-64.8149,gentoo penguin,15.0,1.0,2010,2009,2148.0,1.0,nests,ground,0.05
844,Dorian Bay/Damoy Point,DAMO,48.1,-63.4968,-64.8149,gentoo penguin,16.0,2.0,2010,2009,3371.0,1.0,chicks,ground,0.05
845,Dorian Bay/Damoy Point,DAMO,48.1,-63.4968,-64.8149,gentoo penguin,20.0,11.0,2009,2009,1928.0,1.0,nests,ground,0.05
846,Dorian Bay/Damoy Point,DAMO,48.1,-63.4968,-64.8149,gentoo penguin,25.0,1.0,2011,2010,1823.0,1.0,nests,ground,0.05
847,Dorian Bay/Damoy Point,DAMO,48.1,-63.4968,-64.8149,gentoo penguin,10.0,2.0,2011,2010,1955.0,1.0,chicks,ground,0.05
848,Dorian Bay/Damoy Point,DAMO,48.1,-63.4968,-64.8149,gentoo penguin,25.0,11.0,2010,2010,131.0,1.0,nests,ground,0.05
849,Dorian Bay/Damoy Point,DAMO,48.1,-63.4968,-64.8149,gentoo penguin,16.0,12.0,2010,2010,1735.0,1.0,nests,ground,0.05
850,Dorian Bay/Damoy Point,DAMO,48.1,-63.4968,-64.8149,gentoo penguin,30.0,1.0,2012,2011,3345.0,1.0,chicks,ground,0.05
851,Dorian Bay/Damoy Point,DAMO,48.1,-63.4968,-64.8149,gentoo penguin,11.0,12.0,2011,2011,2091.0,1.0,nests,ground,0.05
852,Dorian Bay/Damoy Point,DAMO,48.1,-63.4968,-64.8149,gentoo penguin,11.0,1.0,2013,2012,2355.0,1.0,nests,ground,0.05
853,Dorian Bay/Damoy Point,DAMO,48.1,-63.4968,-64.8149,gentoo penguin,11.0,12.0,2012,2012,2240.0,1.0,nests,ground,0.05
854,Dorian Bay/Damoy Point,DAMO,48.1,-63.4968,-64.8149,gentoo penguin,13.0,12.0,2013,2013,2299.0,1.0,nests,ground,0.05
860,Danco Island,DANC,48.1,-62.5938,-64.734,gentoo penguin,31.0,1.0,1986,1985,1172.0,1.0,chicks,ground,0.05
861,Danco Island,DANC,48.1,-62.5938,-64.734,gentoo penguin,31.0,12.0,1992,1992,1573.0,1.0,nests,ground,0.05
862,Danco Island,DANC,48.1,-62.5938,-64.734,gentoo penguin,,,1994,1994,1637.0,2.0,nests,ground,0.1
863,Danco Island,DANC,48.1,-62.5938,-64.734,gentoo penguin,29.0,11.0,1999,1999,2300.0,2.0,nests,ground,0.1
864,Danco Island,DANC,48.1,-62.5938,-64.734,gentoo penguin,8.0,12.0,2006,2006,2506.0,1.0,nests,ground,0.05
865,Danco Island,DANC,48.1,-62.5938,-64.734,gentoo penguin,13.0,1.0,2008,2007,1581.0,1.0,nests,ground,0.05
866,Danco Island,DANC,48.1,-62.5938,-64.734,gentoo penguin,25.0,11.0,2007,2007,2084.0,1.0,nests,ground,0.05
867,Danco Island,DANC,48.1,-62.5938,-64.734,gentoo penguin,2.0,2.0,2009,2008,1560.0,1.0,chicks,ground,0.05
868,Danco Island,DANC,48.1,-62.5938,-64.734,gentoo penguin,12.0,2.0,2009,2008,1781.0,1.0,chicks,ground,0.05
869,Danco Island,DANC,48.1,-62.5938,-64.734,gentoo penguin,8.0,12.0,2008,2008,2213.0,1.0,nests,ground,0.05
870,Danco Island,DANC,48.1,-62.5938,-64.734,gentoo penguin,13.0,12.0,2009,2009,3632.0,1.0,nests,ground,0.05
871,Danco Island,DANC,48.1,-62.5938,-64.734,gentoo penguin,25.0,1.0,2011,2010,2115.0,1.0,nests,ground,0.05
872,Danco Island,DANC,48.1,-62.5938,-64.734,gentoo penguin,23.0,1.0,2012,2011,2558.0,1.0,nests,ground,0.05
873,Danco Island,DANC,48.1,-62.5938,-64.734,gentoo penguin,3.0,12.0,2011,2011,696.0,1.0,nests,ground,0.05
874,Danco Island,DANC,48.1,-62.5938,-64.734,gentoo penguin,22.0,12.0,2011,2011,2347.0,1.0,nests,ground,0.05
875,Danco Island,DANC,48.1,-62.5938,-64.734,gentoo penguin,4.0,1.0,2013,2012,2379.0,1.0,nests,ground,0.05
876,Danco Island,DANC,48.1,-62.5938,-64.734,gentoo penguin,13.0,12.0,2012,2012,2665.0,1.0,nests,ground,0.05
877,Danco Island,DANC,48.1,-62.5938,-64.734,gentoo penguin,14.0,1.0,2014,2013,2778.0,1.0,nests,ground,0.05
878,Danco Island,DANC,48.1,-62.5938,-64.734,gentoo penguin,14.0,12.0,2013,2013,2707.0,1.0,nests,ground,0.05
886,Darbel Island,DARB,48.1,-65.9003,-66.3808,adelie penguin,1.0,2.0,1984,1983,650.0,4.0,nests,ground,0.5
887,Darbel Island,DARB,48.1,-65.9003,-66.3808,adelie penguin,17.0,1.0,2013,2012,324.0,1.0,nests,ground,0.05
888,Darbel Island,DARB,48.1,-65.9003,-66.3808,adelie penguin,17.0,1.0,2013,2012,522.0,1.0,chicks,ground,0.05
889,Darwin Island,DARW,48.1,-54.7667,-63.4333,adelie penguin,4.0,2.0,2000,1999,7419.0,5.0,nests,landsat,0.9
890,Darboux Island,DARX,48.1,-64.25,-65.4167,adelie penguin,6.0,1.0,2013,2012,0.0,1.0,nests,ground,0.05
891,Davey Point,DAVE,48.1,-58.5302,-61.9689,chinstrap penguin,,,1980,1980,560.0,2.0,nests,ground,0.1
892,Davey Point,DAVE,48.1,-58.5302,-61.9689,chinstrap penguin,29.0,1.0,1987,1986,25000.0,4.0,adults,ground,0.5
893,Davis Island,DAVI,58.4.1,108.4444,-66.6637,adelie penguin,,,1993,1993,8730.0,2.0,nests,,0.1
894,Davis Island,DAVI,58.4.1,108.4444,-66.6637,adelie penguin,17.0,2.0,2011,2010,8418.0,5.0,nests,vhr,0.9
895,Decimal Point,DECI,48.1,-54.702,-61.097,chinstrap penguin,18.0,1.0,1971,1970,200.0,4.0,nests,ground,0.5
896,Dee Island,DEEI,48.1,-59.7836,-62.4229,chinstrap penguin,8.0,1.0,1966,1965,1500.0,4.0,nests,ground,0.5
897,Dee Island,DEEI,48.1,-59.7836,-62.4229,adelie penguin,7.0,12.0,2010,2010,0.0,1.0,nests,ground,0.05
898,Dee Island,DEEI,48.1,-59.7836,-62.4229,chinstrap penguin,7.0,12.0,2010,2010,0.0,1.0,nests,ground,0.05
899,Delaite Island,DELA,48.1,-62.1881,-64.5643,chinstrap penguin,,,1988,1988,25.0,4.0,nests,,0.5
900,Delaite Island,DELA,48.1,-62.1881,-64.5643,chinstrap penguin,11.0,12.0,2010,2010,135.0,1.0,nests,ground,0.05
902,Demay Point,DEMA,48.1,-58.4191,-62.2137,chinstrap penguin,,,1979,1979,652.0,2.0,nests,ground,0.1
903,Demay Point,DEMA,48.1,-58.4191,-62.2137,chinstrap penguin,,,1980,1980,545.0,2.0,nests,ground,0.1
904,Demay Point,DEMA,48.1,-58.4191,-62.2137,chinstrap penguin,,,1981,1981,632.0,2.0,nests,ground,0.1
905,Demay Point,DEMA,48.1,-58.4191,-62.2137,chinstrap penguin,,,1988,1988,438.0,2.0,nests,ground,0.1
906,Demay Point,DEMA,48.1,-58.4191,-62.2137,chinstrap penguin,,,1989,1989,210.0,2.0,nests,ground,0.1
907,Demay Point,DEMA,48.1,-58.4191,-62.2137,chinstrap penguin,,,1990,1990,328.0,2.0,nests,ground,0.1
908,Demay Point,DEMA,48.1,-58.4191,-62.2137,chinstrap penguin,,,1992,1992,358.0,2.0,nests,ground,0.1
909,Demay Point,DEMA,48.1,-58.4191,-62.2137,chinstrap penguin,,,1994,1994,233.0,2.0,nests,ground,0.1
910,Demay Point,DEMA,48.1,-58.4191,-62.2137,chinstrap penguin,,,1995,1995,245.0,2.0,nests,ground,0.1
911,Demay Point,DEMA,48.1,-58.4191,-62.2137,chinstrap penguin,,,1996,1996,217.0,2.0,nests,ground,0.1
912,Cape Denison,DENI,58.4.1,142.6647,-67.0072,adelie penguin,16.0,1.0,1982,1981,4898.0,1.0,chicks,offshore vessel,0.05
913,Cape Denison,DENI,58.4.1,142.6647,-67.0072,adelie penguin,5.0,2.0,2011,2010,13834.0,5.0,nests,vhr,0.9
914,Devils Point,DEPT,48.1,-61.1829,-62.6714,chinstrap penguin,4.0,2.0,1987,1986,5500.0,4.0,adults,ground,0.5
915,Descazes Island,DESC,48.1,-67.3334,-67.3334,adelie penguin,10.0,1.0,2013,2012,0.0,1.0,nests,ground,0.05
916,Desolation Island,DESO,48.1,-60.3468,-62.4578,chinstrap penguin,2.0,2.0,1987,1986,18000.0,4.0,adults,ground,0.5
917,Detaille Island,DETA,48.1,-66.7867,-66.8708,adelie penguin,9.0,2.0,1986,1985,858.0,1.0,chicks,ground,0.05
918,Detaille Island,DETA,48.1,-66.7867,-66.8708,adelie penguin,13.0,1.0,2003,2002,925.0,3.0,chicks,ground,0.25
919,Detaille Island,DETA,48.1,-66.7867,-66.8708,adelie penguin,3.0,1.0,2004,2003,452.0,1.0,nests,ground,0.05
920,Detaille Island,DETA,48.1,-66.7867,-66.8708,adelie penguin,7.0,12.0,2007,2007,506.0,1.0,nests,ground,0.05
921,Detaille Island,DETA,48.1,-66.7867,-66.8708,adelie penguin,29.0,12.0,2007,2007,494.0,1.0,nests,ground,0.05
922,Detaille Island,DETA,48.1,-66.7867,-66.8708,adelie penguin,24.0,1.0,2009,2008,458.0,1.0,chicks,ground,0.05
923,Detaille Island,DETA,48.1,-66.7867,-66.8708,adelie penguin,13.0,2.0,2009,2008,289.0,1.0,chicks,ground,0.05
924,Detaille Island,DETA,48.1,-66.7867,-66.8708,adelie penguin,24.0,12.0,2009,2009,486.0,1.0,nests,ground,0.05
925,Detaille Island,DETA,48.1,-66.7867,-66.8708,adelie penguin,14.0,1.0,2011,2010,489.0,1.0,chicks,ground,0.05
926,Detaille Island,DETA,48.1,-66.7867,-66.8708,adelie penguin,24.0,1.0,2011,2010,509.0,1.0,chicks,ground,0.05
927,Detaille Island,DETA,48.1,-66.7867,-66.8708,adelie penguin,3.0,2.0,2011,2010,472.0,1.0,chicks,ground,0.05
928,Detaille Island,DETA,48.1,-66.7867,-66.8708,adelie penguin,6.0,1.0,2013,2012,430.0,1.0,nests,ground,0.05
929,Detaille Island,DETA,48.1,-66.7867,-66.8708,adelie penguin,22.0,1.0,2014,2013,561.0,1.0,chicks,ground,0.05
931,Devil Island,DEVI,48.1,-57.2889,-63.7992,adelie penguin,20.0,1.0,1996,1995,10320.0,2.0,chicks,ground,0.1
932,Devil Island,DEVI,48.1,-57.2889,-63.7992,adelie penguin,13.0,1.0,2000,1999,8501.0,2.0,chicks,ground,0.1
933,Devil Island,DEVI,48.1,-57.2889,-63.7992,adelie penguin,17.0,1.0,2000,1999,6365.0,4.0,chicks,ground,0.5
934,Devil Island,DEVI,48.1,-57.2889,-63.7992,adelie penguin,12.0,1.0,2002,2001,5880.0,3.0,chicks,ground,0.25
935,Devil Island,DEVI,48.1,-57.2889,-63.7992,adelie penguin,20.0,1.0,2003,2002,8500.0,3.0,chicks,ground,0.25
936,Devil Island,DEVI,48.1,-57.2889,-63.7992,adelie penguin,31.0,12.0,2004,2004,8802.0,2.0,nests,ground,0.1
937,Devil Island,DEVI,48.1,-57.2889,-63.7992,adelie penguin,13.0,1.0,2007,2006,18000.0,3.0,chicks,ground,0.25
938,Devil Island,DEVI,48.1,-57.2889,-63.7992,adelie penguin,10.0,1.0,2009,2008,20040.0,1.0,chicks,ground photo,0.05
939,Devil Island,DEVI,48.1,-57.2889,-63.7992,adelie penguin,12.0,12.0,2008,2008,14681.0,1.0,nests,ground photo,0.05
940,Devil Island,DEVI,48.1,-57.2889,-63.7992,adelie penguin,21.0,1.0,2011,2010,7108.0,1.0,chicks,ground,0.05
941,Dorian Beacon,DOBE,48.1,-63.4968,-64.8149,gentoo penguin,15.0,1.0,2005,2004,132.0,1.0,nests,ground,0.05
942,Dorian Beacon,DOBE,48.1,-63.4968,-64.8149,gentoo penguin,5.0,2.0,2006,2005,257.0,1.0,chicks,ground,0.05
943,Dorian Beacon,DOBE,48.1,-63.4968,-64.8149,gentoo penguin,26.0,12.0,2005,2005,181.0,1.0,nests,ground,0.05
944,Dorian Beacon,DOBE,48.1,-63.4968,-64.8149,gentoo penguin,22.0,2.0,2008,2007,247.0,1.0,chicks,ground,0.05
945,Dorian Beacon,DOBE,48.1,-63.4968,-64.8149,gentoo penguin,19.0,12.0,2007,2007,165.0,1.0,nests,ground,0.05
946,Dorian Beacon,DOBE,48.1,-63.4968,-64.8149,gentoo penguin,27.0,1.0,2009,2008,162.0,1.0,chicks,ground,0.05
947,Dorian Beacon,DOBE,48.1,-63.4968,-64.8149,gentoo penguin,15.0,2.0,2009,2008,158.0,1.0,chicks,ground,0.05
948,Dorian Beacon,DOBE,48.1,-63.4968,-64.8149,gentoo penguin,30.0,11.0,2008,2008,186.0,1.0,nests,ground,0.05
949,Dorian Beacon,DOBE,48.1,-63.4968,-64.8149,gentoo penguin,28.0,12.0,2008,2008,157.0,1.0,nests,ground,0.05
950,Dorian Beacon,DOBE,48.1,-63.4968,-64.8149,gentoo penguin,15.0,1.0,2010,2009,173.0,1.0,nests,ground,0.05
951,Dorian Beacon,DOBE,48.1,-63.4968,-64.8149,gentoo penguin,15.0,12.0,2009,2009,183.0,1.0,nests,ground,0.05
952,Dorian Beacon,DOBE,48.1,-63.4968,-64.8149,gentoo penguin,10.0,2.0,2011,2010,104.0,1.0,chicks,ground,0.05
953,Dorian Beacon,DOBE,48.1,-63.4968,-64.8149,gentoo penguin,5.0,12.0,2010,2010,109.0,1.0,nests,ground,0.05
954,Dorian Beacon,DOBE,48.1,-63.4968,-64.8149,gentoo penguin,14.0,12.0,2010,2010,148.0,1.0,nests,ground,0.05
955,Dorian Beacon,DOBE,48.1,-63.4968,-64.8149,gentoo penguin,30.0,1.0,2012,2011,249.0,1.0,chicks,ground,0.05
956,Dorian Beacon,DOBE,48.1,-63.4968,-64.8149,gentoo penguin,11.0,12.0,2012,2012,167.0,1.0,nests,ground,0.05
957,Dorian Beacon,DOBE,48.1,-63.4968,-64.8149,gentoo penguin,13.0,12.0,2013,2013,193.0,1.0,nests,ground,0.05
962,Dome Island (Aviation Islands),DOME,88.1,158.7833,-69.2667,adelie penguin,,12.0,1985,1985,161.0,2.0,nests,aerial,0.1
963,Douglas Islands 1,DOU1,58.4.2,63.3893,-67.3803,adelie penguin,23.0,11.0,2005,2005,50.0,5.0,nests,ground,0.9
964,Douglas Islands 2,DOU2,58.4.2,63.3895,-67.3849,adelie penguin,23.0,11.0,2005,2005,500.0,5.0,nests,ground,0.9
965,Downshire Cliffs,DOWN,88.1,170.592,-71.5582,adelie penguin,,,1982,1982,4000.0,4.0,chicks,,0.5
966,Downshire Cliffs,DOWN,88.1,170.592,-71.5582,adelie penguin,,12.0,1983,1983,17044.0,2.0,nests,aerial,0.1
967,Downshire Cliffs,DOWN,88.1,170.592,-71.5582,adelie penguin,,12.0,1984,1984,24300.0,2.0,nests,aerial,0.1
968,Downshire Cliffs,DOWN,88.1,170.592,-71.5582,adelie penguin,,12.0,1986,1986,23695.0,2.0,nests,aerial,0.1
969,Downshire Cliffs,DOWN,88.1,170.592,-71.5582,adelie penguin,,12.0,1988,1988,22589.0,2.0,nests,aerial,0.1
970,Downshire Cliffs,DOWN,88.1,170.592,-71.5582,adelie penguin,,12.0,1990,1990,12492.0,2.0,nests,aerial,0.1
971,Downshire Cliffs,DOWN,88.1,170.592,-71.5582,adelie penguin,,12.0,1992,1992,16310.0,2.0,nests,aerial,0.1
972,Downshire Cliffs,DOWN,88.1,170.592,-71.5582,adelie penguin,,12.0,1998,1998,24922.0,2.0,nests,aerial,0.1
973,Downshire Cliffs,DOWN,88.1,170.592,-71.5582,adelie penguin,,12.0,2001,2001,20553.0,2.0,nests,aerial,0.1
974,Downshire Cliffs,DOWN,88.1,170.592,-71.5582,adelie penguin,11.0,11.0,2011,2011,14373.0,5.0,nests,vhr,0.9
975,Downshire Cliffs,DOWN,88.1,170.592,-71.5582,adelie penguin,,12.0,2013,2013,35640.0,2.0,nests,aerial,0.1
976,Dream Island,DREA,48.1,-64.2256,-64.7254,chinstrap penguin,13.0,1.0,1978,1977,46.0,1.0,nests,ground,0.05
977,Dream Island,DREA,48.1,-64.2256,-64.7254,adelie penguin,9.0,1.0,1984,1983,12000.0,3.0,chicks,ground,0.25
978,Dream Island,DREA,48.1,-64.2256,-64.7254,chinstrap penguin,19.0,1.0,1984,1983,95.0,1.0,nests,ground,0.05
979,Dream Island,DREA,48.1,-64.2256,-64.7254,adelie penguin,10.0,12.0,1984,1984,10000.0,5.0,nests,ground,0.9
980,Dream Island,DREA,48.1,-64.2256,-64.7254,chinstrap penguin,12.0,12.0,1984,1984,109.0,1.0,nests,ground,0.05
981,Dream Island,DREA,48.1,-64.2256,-64.7254,adelie penguin,29.0,12.0,1985,1985,10700.0,3.0,nests,ground,0.25
982,Dream Island,DREA,48.1,-64.2256,-64.7254,chinstrap penguin,29.0,12.0,1985,1985,136.0,1.0,nests,ground,0.05
983,Dream Island,DREA,48.1,-64.2256,-64.7254,adelie penguin,16.0,1.0,2008,2007,1887.0,5.0,nests,vhr,0.9
984,Dream Island West (Casey Islands),DREW,48.1,-64.253955,-64.729528,chinstrap penguin,12.0,12.0,1984,1984,47.0,1.0,nests,ground,0.05
985,Dream Island West (Casey Islands),DREW,48.1,-64.253955,-64.729528,chinstrap penguin,8.0,2.0,1987,1986,68.0,1.0,chicks,ground,0.05
986,Duke of York Island,DUKE,88.1,170.0635,-71.6235,adelie penguin,,12.0,1982,1982,3283.0,2.0,nests,aerial,0.1
987,Duke of York Island,DUKE,88.1,170.0635,-71.6235,adelie penguin,,,1982,1982,1750.0,2.0,chicks,,0.1
988,Duke of York Island,DUKE,88.1,170.0635,-71.6235,adelie penguin,,12.0,1985,1985,4749.0,2.0,nests,aerial,0.1
989,Duke of York Island,DUKE,88.1,170.0635,-71.6235,adelie penguin,,12.0,1988,1988,4544.0,2.0,nests,aerial,0.1
990,Duke of York Island,DUKE,88.1,170.0635,-71.6235,adelie penguin,,12.0,1990,1990,2307.0,2.0,nests,aerial,0.1
991,Duke of York Island,DUKE,88.1,170.0635,-71.6235,adelie penguin,,12.0,1992,1992,4003.0,2.0,nests,aerial,0.1
992,Duke of York Island,DUKE,88.1,170.0635,-71.6235,adelie penguin,16.0,2.0,2011,2010,16340.0,5.0,nests,vhr,0.9
993,Duke of York Island,DUKE,88.1,170.0635,-71.6235,adelie penguin,,12.0,2013,2013,8548.0,2.0,nests,aerial,0.1
994,Dundee Island,DUND,48.1,-55.966,-63.483000000000004,gentoo penguin,,,1895,1895,40.0,1.0,nests,ground,0.05
995,Duthiers Point,DUPT,48.1,-62.8179,-64.8049,chinstrap penguin,30.0,1.0,1986,1985,137.0,1.0,chicks,ground,0.05
996,Duthiers Point,DUPT,48.1,-62.8179,-64.8049,chinstrap penguin,,,1988,1988,97.0,1.0,nests,,0.05
997,Duthiers Point,DUPT,48.1,-62.8179,-64.8049,chinstrap penguin,13.0,12.0,2010,2010,18.0,1.0,nests,ground,0.05
998,Duthiers Point,DUPT,48.1,-62.8179,-64.8049,gentoo penguin,13.0,12.0,2010,2010,485.0,1.0,nests,ground,0.05
999,Duthiers Point,DUPT,48.1,-62.8179,-64.8049,chinstrap penguin,15.0,11.0,2011,2011,21.0,1.0,nests,ground,0.05
1000,Duthiers Point,DUPT,48.1,-62.8179,-64.8049,gentoo penguin,15.0,11.0,2011,2011,185.0,1.0,nests,ground,0.05
1001,Duthiers Point,DUPT,48.1,-62.8179,-64.8049,chinstrap penguin,23.0,12.0,2013,2013,22.0,1.0,nests,ground,0.05
1002,Duthiers Point,DUPT,48.1,-62.8179,-64.8049,gentoo penguin,23.0,12.0,2013,2013,291.0,1.0,nests,ground,0.05
1003,Duroch Islands,DURO,48.1,-57.8903,-63.3033,gentoo penguin,,,1965,1965,,,nests,ground,
1004,Duroch Islands,DURO,48.1,-57.8903,-63.3033,adelie penguin,,,1990,1990,800.0,4.0,nests,,0.5
1005,Duroch Islands,DURO,48.1,-57.8903,-63.3033,chinstrap penguin,,,1990,1990,9400.0,4.0,nests,,0.5
1006,d'Urville Monument,DURV,48.1,-56.2944,-63.4267,adelie penguin,24.0,1.0,2006,2005,10000.0,4.0,nests,ground,0.5
1007,d'Urville Monument,DURV,48.1,-56.2944,-63.4267,gentoo penguin,24.0,1.0,2006,2005,671.0,1.0,chicks,ground,0.05
1008,d'Urville Monument,DURV,48.1,-56.2944,-63.4267,adelie penguin,15.0,1.0,2012,2011,29170.0,5.0,nests,vhr,0.9
1010,Duthoit Point,DUTH,48.1,-58.835,-62.306999999999995,adelie penguin,6.0,1.0,1994,1993,1.0,1.0,nests,ground,0.05
1011,Eadie Island,EADI,48.1,-55.928999999999995,-61.482,chinstrap penguin,1.0,1.0,1978,1977,5150.0,4.0,nests,ground,0.5
